Code,종목명,매수일,매도일,매수가,매도가,수익률(%)
000880,한화,2025-11-14,2025-11-21,88900,79800,-10.24
000880,한화,2025-11-28,2025-12-05,79400,82300,3.65
000880,한화,2025-12-05,2025-12-12,82300,84800,3.04
000880,한화,2026-03-31,2026-04-07,107100,115500,7.84
001440,대한전선,2026-05-29,2026-06-08,45450,37250,-18.04
001440,대한전선,2026-06-08,2026-06-15,37250,39950,7.25
062040,산일전기,2025-11-21,2025-11-28,132300,143400,8.39
062040,산일전기,2026-05-29,2026-06-08,247000,213500,-13.56
062040,산일전기,2026-06-08,2026-06-15,213500,251000,17.56
326030,SK바이오팜,2025-12-19,2025-12-29,128900,125500,-2.64
326030,SK바이오팜,2025-12-29,2026-01-07,125500,124600,-0.72
326030,SK바이오팜,2026-01-07,2026-01-14,124600,121400,-2.57
326030,SK바이오팜,2026-01-14,2026-01-21,121400,114000,-6.1
326030,SK바이오팜,2026-01-21,2026-01-28,114000,119400,4.74
326030,SK바이오팜,2026-05-07,2026-05-14,99600,102400,2.81
326030,SK바이오팜,2026-06-08,2026-06-15,82400,90200,9.47
000990,DB하이텍,2025-11-07,2025-11-14,53400,67600,26.59
000990,DB하이텍,2026-03-03,2026-03-10,90500,87700,-3.09
034220,LG디스플레이,2025-11-21,2025-11-28,12150,12540,3.21
454910,두산로보틱스,2025-11-21,2025-11-28,71000,77500,9.15
454910,두산로보틱스,2026-02-23,2026-03-03,102400,98300,-4.0
267270,HD건설기계,2025-11-14,2025-11-21,90400,90400,0.0
267270,HD건설기계,2026-05-21,2026-05-29,159300,151500,-4.9
267270,HD건설기계,2026-05-29,2026-06-08,151500,132800,-12.34
267270,HD건설기계,2026-06-08,2026-06-15,132800,154500,16.34
009830,한화솔루션,2025-11-21,2025-11-28,25184,26363,4.68
009830,한화솔루션,2026-03-31,2026-04-07,35041,35041,0.0
009830,한화솔루션,2026-04-07,2026-04-14,35041,39757,13.46
078930,GS,2025-12-29,2026-01-07,54000,57000,5.56
241560,두산밥캣,2025-11-21,2025-11-28,54300,55200,1.66
241560,두산밥캣,2026-05-29,2026-06-08,64700,61100,-5.56
032640,LG유플러스,2025-12-12,2025-12-19,15090,15130,0.27
032640,LG유플러스,2026-03-10,2026-03-17,14760,15800,7.05
032640,LG유플러스,2026-05-07,2026-05-14,15370,16600,8.0
021240,코웨이,2025-10-24,2025-10-31,92700,89200,-3.78
021240,코웨이,2025-10-31,2025-11-07,89200,89200,0.0
021240,코웨이,2026-01-07,2026-01-14,82400,78400,-4.85
021240,코웨이,2026-01-14,2026-01-21,78400,76700,-2.17
021240,코웨이,2026-01-21,2026-01-28,76700,79600,3.78
021240,코웨이,2026-03-10,2026-03-17,72300,74800,3.46
021240,코웨이,2026-03-17,2026-03-24,74800,72300,-3.34
090430,아모레퍼시픽,2025-12-12,2025-12-19,121800,121200,-0.49
090430,아모레퍼시픽,2026-03-10,2026-03-17,129200,132700,2.71
090430,아모레퍼시픽,2026-03-17,2026-03-24,132700,135700,2.26
090430,아모레퍼시픽,2026-05-21,2026-05-29,117300,115100,-1.88
090430,아모레퍼시픽,2026-06-08,2026-06-15,105000,112500,7.14
000100,유한양행,2025-12-19,2025-12-29,116400,113100,-2.84
000100,유한양행,2026-01-14,2026-01-21,109200,102800,-5.86
000100,유한양행,2026-01-21,2026-01-28,102800,109700,6.71
000100,유한양행,2026-05-07,2026-05-14,88000,89400,1.59
000100,유한양행,2026-06-08,2026-06-15,72400,78900,8.98
036570,NC,2025-10-24,2025-10-31,203500,220500,8.35
036570,NC,2026-02-04,2026-02-11,214000,213500,-0.23
