Code,종목명,매수일,매도일,매수가,매도가,수익률(%)
180640,한진칼,2026-01-16,2026-01-23,128300,130000,1.33
180640,한진칼,2026-02-13,2026-02-25,136100,173000,27.11
082740,한화엔진,2025-10-14,2025-10-21,43700,47750,9.27
082740,한화엔진,2025-12-09,2025-12-16,46400,42000,-9.48
082740,한화엔진,2026-01-09,2026-01-16,49700,53000,6.64
000100,유한양행,2025-11-04,2025-11-11,120400,112400,-6.64
052690,한전기술,2026-04-16,2026-04-23,189100,189200,0.05
241560,두산밥캣,2025-09-23,2025-09-30,54500,55500,1.83
241560,두산밥캣,2026-04-09,2026-04-16,67400,70600,4.75
000990,DB하이텍,2025-09-16,2025-09-23,57000,56900,-0.18
000990,DB하이텍,2025-11-11,2025-11-18,69100,67500,-2.32
000990,DB하이텍,2025-12-16,2025-12-23,65300,69400,6.28
103590,일진전기,2025-10-14,2025-10-21,40400,42950,6.31
010060,OCI홀딩스,2025-12-16,2025-12-23,105200,121900,15.87
010060,OCI홀딩스,2026-03-12,2026-03-19,165800,198200,19.54
010060,OCI홀딩스,2026-04-16,2026-04-23,300000,322000,7.33
001040,CJ,2026-01-09,2026-01-16,179200,187200,4.46
