Code,종목명,매수일,매도일,매수가,매도가,수익률(%)
005490,POSCO홀딩스,2026-01-14,2026-01-21,345000,351000,1.74
006800,미래에셋증권,2026-04-14,2026-04-21,72400,68800,-4.97
006800,미래에셋증권,2026-05-07,2026-05-14,79000,72300,-8.48
000810,삼성화재,2026-04-14,2026-04-21,489500,468000,-4.39
000810,삼성화재,2026-04-28,2026-05-07,483000,490000,1.45
009540,HD한국조선해양,2025-11-14,2025-11-21,432000,420000,-2.78
009540,HD한국조선해양,2026-02-23,2026-03-03,472000,441500,-6.46
011070,LG이노텍,2026-02-23,2026-03-03,271000,285000,5.17
051910,LG화학,2025-10-17,2025-10-24,339000,401000,18.29
051910,LG화학,2026-03-03,2026-03-10,361000,311000,-13.85
051910,LG화학,2026-05-29,2026-06-08,367000,321000,-12.53
010140,삼성중공업,2026-01-07,2026-01-14,25350,28350,11.83
010140,삼성중공업,2026-04-21,2026-04-28,30200,33350,10.43
064350,현대로템,2026-01-28,2026-02-04,223000,228500,2.47
011200,HMM,2025-12-05,2025-12-12,20550,20750,0.97
307950,현대오토에버,2026-04-28,2026-05-07,478000,455500,-4.71
018260,삼성에스디에스,2025-10-31,2025-11-07,183000,168800,-7.76
018260,삼성에스디에스,2026-01-07,2026-01-14,177700,180700,1.69
035720,카카오,2025-12-29,2026-01-07,61200,59300,-3.1
272210,한화시스템,2025-10-31,2025-11-07,59900,52500,-12.35
096770,SK이노베이션,2026-02-23,2026-03-03,128400,130900,1.95
000720,현대건설,2025-10-31,2025-11-07,70300,61900,-11.95
000720,현대건설,2025-12-05,2025-12-12,75100,78000,3.86
079550,LIG디펜스앤에어로스페이스,2025-10-24,2025-10-31,485000,519000,7.01
079550,LIG디펜스앤에어로스페이스,2025-12-19,2025-12-29,416000,431000,3.61
079550,LIG디펜스앤에어로스페이스,2025-12-29,2026-01-07,431000,489500,13.57
003550,LG,2025-10-17,2025-10-24,73600,80200,8.97
003550,LG,2025-12-05,2025-12-12,85600,84000,-1.87
003550,LG,2026-02-11,2026-02-23,98300,99500,1.22
003550,LG,2026-03-03,2026-03-10,102500,94100,-8.2
003550,LG,2026-05-21,2026-05-29,123000,146600,19.19
003550,LG,2026-05-29,2026-06-08,146600,113900,-22.31
086280,현대글로비스,2026-05-14,2026-05-21,263000,233500,-11.22
086280,현대글로비스,2026-05-29,2026-06-08,242500,192000,-20.82
278470,에이피알,2026-01-21,2026-01-28,256500,271000,5.65
030200,KT,2026-05-14,2026-05-21,61600,55700,-9.58
047810,한국항공우주,2025-12-29,2026-01-07,117500,136100,15.83
010950,S-Oil,2026-02-23,2026-03-03,114500,141300,23.41
006260,LS,2025-10-17,2025-10-24,187800,211500,12.62
006260,LS,2025-12-12,2025-12-19,195000,185700,-4.77
006260,LS,2025-12-29,2026-01-07,207000,207500,0.24
006260,LS,2026-01-14,2026-01-21,221000,222000,0.45
0126Z0,삼성에피스홀딩스,2026-02-24,2026-03-04,674000,525000,-22.11
0126Z0,삼성에피스홀딩스,2026-04-15,2026-04-22,607000,562000,-7.41
443060,HD현대마린솔루션,2026-04-14,2026-04-21,185600,230000,23.92
016360,삼성증권,2026-01-14,2026-01-21,81000,81600,0.74
047050,포스코인터내셔널,2025-10-17,2025-10-24,52900,58100,9.83
047050,포스코인터내셔널,2026-01-14,2026-01-21,55200,62400,13.04
047050,포스코인터내셔널,2026-03-10,2026-03-17,75800,72000,-5.01
003490,대한항공,2026-01-14,2026-01-21,23100,24050,4.11
003490,대한항공,2026-02-23,2026-03-03,26450,25200,-4.73
003490,대한항공,2026-05-07,2026-05-14,26350,27300,3.61
003490,대한항공,2026-05-14,2026-05-21,27300,26450,-3.11
352820,하이브,2025-12-19,2025-12-29,313500,320000,2.07
039490,키움증권,2025-12-19,2025-12-29,296500,296500,0.0
039490,키움증권,2026-04-14,2026-04-21,480000,451500,-5.94
028050,삼성E&A,2025-10-24,2025-10-31,29300,25950,-11.43
028050,삼성E&A,2026-03-24,2026-03-31,33800,35700,5.62
028050,삼성E&A,2026-03-31,2026-04-07,35700,47800,33.89
028050,삼성E&A,2026-05-07,2026-05-14,64400,54700,-15.06
064400,LG씨엔에스,2025-10-31,2025-11-07,66300,55400,-16.44
007660,이수페타시스,2025-10-17,2025-10-24,84900,93600,10.25
007660,이수페타시스,2026-01-28,2026-02-04,125400,125400,0.0
047040,대우건설,2025-10-24,2025-10-31,3820,3750,-1.83
047040,대우건설,2025-12-05,2025-12-12,3840,3890,1.3
047040,대우건설,2026-01-14,2026-01-21,3940,4765,20.94
161390,한국타이어앤테크놀로지,2026-05-07,2026-05-14,64700,61800,-4.48
161390,한국타이어앤테크놀로지,2026-05-29,2026-06-08,66800,67000,0.3
003230,삼양식품,2026-02-23,2026-03-03,1248000,1172000,-6.09
003230,삼양식품,2026-05-14,2026-05-21,1439000,1319000,-8.34
005387,현대차2우B,2025-12-05,2025-12-12,216000,210500,-2.55
005387,현대차2우B,2026-05-14,2026-05-21,286000,266000,-6.99
000880,한화,2026-03-03,2026-03-10,138500,126000,-9.03
000880,한화,2026-05-07,2026-05-14,139500,145200,4.09
353200,대덕전자,2026-03-17,2026-03-24,67200,77600,15.48
180640,한진칼,2026-05-14,2026-05-21,123100,117700,-4.39
001440,대한전선,2025-12-12,2025-12-19,24000,22650,-5.63
001440,대한전선,2025-12-29,2026-01-07,23750,26300,10.74
001440,대한전선,2026-02-23,2026-03-03,34250,32050,-6.42
454910,두산로보틱스,2025-10-31,2025-11-07,78000,77100,-1.15
454910,두산로보틱스,2025-12-05,2025-12-12,80800,84000,3.96
454910,두산로보틱스,2026-01-07,2026-01-14,86800,87900,1.27
062040,산일전기,2025-10-17,2025-10-24,132000,144700,9.62
062040,산일전기,2026-01-14,2026-01-21,144700,141800,-2.0
062040,산일전기,2026-01-28,2026-02-04,150400,157000,4.39
062040,산일전기,2026-02-04,2026-02-11,157000,153800,-2.04
062040,산일전기,2026-02-23,2026-03-03,164700,150200,-8.8
062040,산일전기,2026-04-14,2026-04-21,183600,205000,11.66
011790,SKC,2025-10-17,2025-10-24,103205,105084,1.82
011790,SKC,2026-01-28,2026-02-04,109878,111100,1.11
034220,LG디스플레이,2025-10-31,2025-11-07,14700,13410,-8.78
034220,LG디스플레이,2025-12-05,2025-12-12,13270,12520,-5.65
034220,LG디스플레이,2026-01-07,2026-01-14,12540,12050,-3.91
034220,LG디스플레이,2026-05-14,2026-05-21,15340,14740,-3.91
034220,LG디스플레이,2026-05-29,2026-06-08,16090,14020,-12.87
267270,HD건설기계,2025-12-29,2026-01-07,104500,107400,2.78
267270,HD건설기계,2026-01-14,2026-01-21,120300,111700,-7.15
267270,HD건설기계,2026-02-04,2026-02-11,126900,136600,7.64
267270,HD건설기계,2026-02-11,2026-02-23,136600,142000,3.95
032640,LG유플러스,2026-05-14,2026-05-21,16600,15640,-5.78
032640,LG유플러스,2026-05-29,2026-06-08,16130,15720,-2.54
078930,GS,2025-11-07,2025-11-14,50900,58300,14.54
078930,GS,2026-02-23,2026-03-03,73000,70500,-3.42
004170,신세계,2026-01-07,2026-01-14,262000,282000,7.63
004170,신세계,2026-01-14,2026-01-21,282000,289500,2.66
090430,아모레퍼시픽,2025-11-07,2025-11-14,126500,127400,0.71
009830,한화솔루션,2026-01-14,2026-01-21,28950,27250,-5.87
009830,한화솔루션,2026-02-04,2026-02-11,36450,48000,31.69
021240,코웨이,2026-04-07,2026-04-14,77800,81400,4.63
241560,두산밥캣,2025-12-12,2025-12-19,62300,59900,-3.85
000100,유한양행,2025-11-14,2025-11-21,125000,116700,-6.64
377300,카카오페이,2026-05-07,2026-05-14,57800,57800,0.0
