Code,종목명,매수일,매도일,매수가,매도가,수익률(%)
090430,아모레퍼시픽,2026-03-17,2026-03-24,132700,135700,2.26
090430,아모레퍼시픽,2026-05-21,2026-05-29,117300,115100,-1.88
090430,아모레퍼시픽,2026-06-08,2026-06-15,105000,112500,7.14
007660,이수페타시스,2026-01-07,2026-01-14,109200,115700,5.95
007660,이수페타시스,2026-05-14,2026-05-21,132500,127800,-3.55
161390,한국타이어앤테크놀로지,2026-03-17,2026-03-24,56300,56000,-0.53
047040,대우건설,2026-06-08,2026-06-15,20400,22900,12.25
047040,대우건설,2026-07-06,2026-07-13,18080,16010,-11.45
047040,대우건설,2026-07-21,2026-07-28,14800,13430,-9.26
016360,삼성증권,2025-12-29,2026-01-07,76200,77300,1.44
352820,하이브,2026-04-07,2026-04-14,256000,245500,-4.1
352820,하이브,2026-04-14,2026-04-21,245500,249000,1.43
352820,하이브,2026-04-21,2026-04-28,249000,248500,-0.2
352820,하이브,2026-06-08,2026-06-15,197400,218500,10.69
009830,한화솔루션,2026-03-31,2026-04-07,35041,35041,0.0
009830,한화솔루션,2026-04-07,2026-04-14,35041,39757,13.46
009830,한화솔루션,2026-07-06,2026-07-13,31450,32000,1.75
009830,한화솔루션,2026-07-21,2026-07-28,26600,23950,-9.96
064400,LG씨엔에스,2026-03-31,2026-04-07,55800,57100,2.33
064400,LG씨엔에스,2026-06-22,2026-06-29,89500,79200,-11.51
064400,LG씨엔에스,2026-06-29,2026-07-06,79200,74000,-6.57
064400,LG씨엔에스,2026-07-06,2026-07-13,74000,68200,-7.84
064400,LG씨엔에스,2026-07-13,2026-07-21,68200,62500,-8.36
064400,LG씨엔에스,2026-07-21,2026-07-28,62500,61800,-1.12
000880,한화,2026-03-31,2026-04-07,128571,138655,7.84
000880,한화,2026-08-11,2026-08-19,100600,100600,0.0
021240,코웨이,2026-01-07,2026-01-14,82400,78400,-4.85
021240,코웨이,2026-01-14,2026-01-21,78400,76700,-2.17
021240,코웨이,2026-01-21,2026-01-28,76700,79600,3.78
021240,코웨이,2026-03-10,2026-03-17,72300,74800,3.46
021240,코웨이,2026-03-17,2026-03-24,74800,72300,-3.34
326030,SK바이오팜,2025-12-29,2026-01-07,125500,124600,-0.72
326030,SK바이오팜,2026-01-07,2026-01-14,124600,121400,-2.57
326030,SK바이오팜,2026-01-14,2026-01-21,121400,114000,-6.1
326030,SK바이오팜,2026-01-21,2026-01-28,114000,119400,4.74
326030,SK바이오팜,2026-05-07,2026-05-14,99600,102400,2.81
326030,SK바이오팜,2026-06-08,2026-06-15,82400,90200,9.47
005387,현대차2우B,2026-04-07,2026-04-14,235500,239500,1.7
005387,현대차2우B,2026-06-22,2026-06-29,235500,216500,-8.07
005387,현대차2우B,2026-07-28,2026-08-04,182200,198100,8.73
267270,HD건설기계,2026-05-21,2026-05-29,159300,151500,-4.9
267270,HD건설기계,2026-05-29,2026-06-08,151500,132800,-12.34
267270,HD건설기계,2026-06-08,2026-06-15,132800,154500,16.34
267270,HD건설기계,2026-07-06,2026-07-13,123700,127000,2.67
128940,한미약품,2026-05-07,2026-05-14,430500,449500,4.41
128940,한미약품,2026-06-22,2026-06-29,403500,428000,6.07
032640,LG유플러스,2026-03-10,2026-03-17,14760,15800,7.05
032640,LG유플러스,2026-05-07,2026-05-14,15370,16600,8.0
032640,LG유플러스,2026-07-06,2026-07-13,14200,14530,2.32
000100,유한양행,2026-01-14,2026-01-21,109200,102800,-5.86
000100,유한양행,2026-01-21,2026-01-28,102800,109700,6.71
000100,유한양행,2026-05-07,2026-05-14,88000,89400,1.59
000100,유한양행,2026-06-08,2026-06-15,72400,78900,8.98
062040,산일전기,2026-05-29,2026-06-08,247000,213500,-13.56
062040,산일전기,2026-06-08,2026-06-15,213500,251000,17.56
062040,산일전기,2026-07-21,2026-07-28,164800,145800,-11.53
000500,가온전선,2026-06-15,2026-06-22,140032,188099,34.33
000500,가온전선,2026-07-28,2026-08-04,151800,146500,-3.49
241560,두산밥캣,2026-05-29,2026-06-08,64700,61100,-5.56
001440,대한전선,2026-05-29,2026-06-08,45450,37250,-18.04
001440,대한전선,2026-06-08,2026-06-15,37250,39950,7.25
001440,대한전선,2026-06-15,2026-06-22,39950,37300,-6.63
001440,대한전선,2026-06-22,2026-06-29,37300,34450,-7.64
066970,엘앤에프,2025-12-29,2026-01-07,105600,100300,-5.02
066970,엘앤에프,2026-01-07,2026-01-14,100300,113300,12.96
066970,엘앤에프,2026-05-21,2026-05-29,155100,168300,8.51
066970,엘앤에프,2026-06-22,2026-06-29,125700,116900,-7.0
066970,엘앤에프,2026-07-06,2026-07-13,103400,101300,-2.03
066970,엘앤에프,2026-07-21,2026-07-28,82800,71600,-13.53
066970,엘앤에프,2026-07-28,2026-08-04,71600,77500,8.24
029780,삼성카드,2026-01-14,2026-01-21,52300,53600,2.49
029780,삼성카드,2026-03-31,2026-04-07,53100,53000,-0.19
029780,삼성카드,2026-04-07,2026-04-14,53000,54300,2.45
029780,삼성카드,2026-05-07,2026-05-14,51600,51000,-1.16
029780,삼성카드,2026-05-21,2026-05-29,47900,46150,-3.65
029780,삼성카드,2026-05-29,2026-06-08,46150,45200,-2.06
029780,삼성카드,2026-06-08,2026-06-15,45200,51700,14.38
175330,JB금융지주,2026-01-21,2026-01-28,23800,23950,0.63
175330,JB금융지주,2026-04-28,2026-05-07,27300,26350,-3.48
175330,JB금융지주,2026-05-07,2026-05-14,26350,25650,-2.66
175330,JB금융지주,2026-05-14,2026-05-21,25650,25050,-2.34
353200,대덕전자,2026-07-06,2026-07-13,124000,113800,-8.23
